case_id,baseline_class,current_class,bucket,attempt,result,pass_delta,root_cause,rescue_action,next_action,artifact_path,notes,recommendation,thinking_analysis
cvdp_copilot_binary_search_tree_sorting_0001,docker_timeout,docker_timeout,targeted_bst_state_width_and_latency_hint,stage2_targeted_pilot_binary_search_tree_sorting_0001,failed_agentic_candidate,0,full-run timed out on the first ARRAY_SIZE=1/DATA_WIDTH=6 randomized test after entering cocotb; generated RTL had likely non-termination risks including 3-bit state encodings stored in 2-bit build_state/sort_state and an IDLE clear loop writing ARRAY_SIZE+1 packed entries,"added harness/prompt-derived hint for adequate state widths, no out-of-range clear loop, ARRAY_SIZE=1 exact done/output behavior, input latching, bounded sorting, and latency holds for exact-latency cases","do not count as rescue; targeted fresh and repair both timed out at the first ARRAY_SIZE=1 test with no summaries, so stop prompt-only rescue and move to manual/agentic bounded sorter implementation",research_outputs/two_stage_thinking_codegen/runs/targeted_binary_search_tree_sorting_0001_20260519,initial targeted sample timed out at 300s with Running Test: Random 0; repair attempt 1 timed out identically; no summaries; no thinking used,thinking_pilot: 窄timing/FSM问题,
cvdp_copilot_configurable_digital_low_pass_filter_0014,functional,functional,targeted_fsm_output_buffer_hint,stage2_targeted_pilot_low_pass_filter_0014,failed,0,"full-run module fsm_linear_reg updated result1/result2 too early; harness Python model first outputs previous buffer contents, so first checked cycle after start expected 0 but DUT produced nonzero values such as result1=1 for DATA_WIDTH=2","added harness-library-derived hint to match the output_buffer timing, reset mid-sequence behavior, signed arithmetic, and one-cycle done pulse semantics","do not count as rescue; targeted fresh still failed with early nonzero result, while repair overcorrected and held result1 at 0 when the model later expected nonzero, so further progress needs manual cycle-accurate FSM rewrite",research_outputs/two_stage_thinking_codegen/runs/targeted_low_pass_filter_0014_20260519,initial targeted sample 0/35 with first failure assert -1 == 0; repair attempt 1 0/35 with first failure assert 0 == 1 and later larger expected nonzero values; no thinking used,thinking_pilot: 窄timing/FSM问题,
cvdp_copilot_reed_solomon_encoder_and_decoder_0005,functional,passed,targeted_parity_feedback_hint,stage2_targeted_pilot_reed_solomon_0005_refined,rescued,+1,"full-run and first targeted repair failed because the parity feedback path used stale registered feedback/nonblocking RHS timing; first active byte expected parity_0=data_in and parity_1=((data_in^old_parity_1)*8'h33)&8'hff, but DUT left parity_0 at 0","added harness-derived refined hint requiring combinational feedback_now=data_in^parity_1, parity_0<=feedback_now, parity_1<=parity_0^((feedback_now*8'h33)&8'hff), and avoiding use of a newly nonblocking-assigned feedback register in the same block",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_reed_solomon_0005_refined_20260519,initial refined targeted sample 0/10 with first failure expected parity_0 0xb3/0x49 got 0; repair attempt 1 passed all 10 randomized K/N runs with best_summary 10/10; no thinking used,already_rescued,
cvdp_copilot_scrambler_0009,functional,functional,targeted_deinter_block_hint,stage2_targeted_pilot_scrambler_0009_refined,failed_agentic_candidate,0,"despite the dataset id, harness tests deinter_block; full-run and both targeted runs returned 0 for the first nonzero output because generated RTL kept the stale skeleton: unreachable counter_sub_blocks==SUB_BLOCKS start condition, aux built from same-edge nonblocking out_data_intra_block_reg, and output selected with an extra +1 chunk offset","added harness-derived hint and one refined hint for fourth-input start, direct aux construction from stored/current inputs, +1/+2/+3 byte offsets, zero-based output offset, and effective WAIT_CYCLES+5 timing",stop prompt-only rescue; move to manual/agentic small RTL rewrite of deinter_block if continuing,research_outputs/two_stage_thinking_codegen/runs/targeted_scrambler_0009_refined_20260519,initial targeted run 0/36; repair 0/36; refined run initial 0/36 and repair 0/36; repair RTL still retained counter_sub_blocks==SUB_BLOCKS and stale aux skeleton; no thinking used,thinking_pilot: 已有targeted证据,
cvdp_copilot_sdram_controller_0001,functional,functional,targeted_reset_read_write_refresh_hint,stage2_targeted_pilot_sdram_controller_0001_refined,failed_partial,0,"full-run failed immediately because sdram_cke was 0 on the first rising edge after active-high reset release; targeted attempts fixed reset visibility and later read/write visibility, but the refined repair still failed the final auto-refresh check because sdram_cs was 0 after the 1024-cycle idle wait","added harness-derived hint for immediate CKE after reset release, read data_out after three falling edges, write dq_out held through the check, and refresh command outputs after 1024 idle clocks; refined hint required registered/held data_out and dq_out instead of combinational default-zero outputs",do not count as rescue; further progress needs a narrow manual/agentic refresh-counter/command-hold fix,research_outputs/two_stage_thinking_codegen/runs/targeted_sdram_controller_0001_refined_20260520,initial targeted fresh got past reset but failed read data_out=0; first repair got past read but failed dq_out=0; refined repair got past reset/read/write and failed refresh sdram_cs=0; best_summary remained 0/1; no thinking used,thinking_pilot: 已有targeted证据,
cvdp_copilot_serial_in_parallel_out_0014,functional,passed,targeted_crc_hierarchy_hint,stage2_targeted_pilot_serial_in_parallel_out_0014,rescued,+1,"full-run SIPO shifting reached the CRC/ECC checks for all parameterizations but every test crashed because the harness directly reads dut.crc_gen.data_in while generated RTL instantiated the CRC block as uut_crc_generator, so sipo_top had no child object named crc_gen","added harness-derived hint requiring exact CRC instance name crc_gen, crc_gen.data_in connected to parallel_out, MSB-first CRC algorithm, and preservation of SIPO/ECC behavior; ran one bounded non-thinking targeted pilot with one repair attempt",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_serial_in_parallel_out_0014_20260520,initial targeted sample still 0/18 with missing crc_gen hierarchy; repair attempt 1 passed all 18 DATA_WIDTH/SHIFT_DIRECTION/POLY combinations with best_summary 18/18; no thinking used,already_rescued,
cvdp_copilot_elevator_control_0033,docker_timeout,docker_timeout,inspection_no_pilot,stage2_inspection_elevator_control_0033,failed_agentic_candidate,0,"full-run sanity timed out in sparse request test after requests for floors 3 and 7; log printed max_request=3 and min_request=3 then waited for current_floor to reach 3, while lint also failed","inspected harness and RTL; generated design uses combinational self-feedback on call_requests_internal and recomputes max/min from unstable request state, matching prior elevator-family timeout pattern already shown resistant to cheap prompt-only semantic hints","do not run another prompt-only pilot; move to manual/agentic rewrite with registered request latch, deterministic movement FSM, short simulation door timer, and lint cleanup",research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env,no new model run; evidence from 33_sanity.txt and RTL inspection only; prior related elevator_control_0026 semantic prompt-only pilots timed out despite targeted guidance; no thinking used,agentic_or_passk,
cvdp_copilot_galois_encryption_0001,functional,functional,targeted_gf_pipeline_hint,stage2_targeted_pilot_galois_encryption_0001,failed,0,full-run and generic repair built and ran but failed the first randomized transaction at the expected 3-cycle output point with o_data=0 while the harness model expected a nonzero GF MixColumns/InvMixColumns result,"added prompt/harness-derived hint for column-major 4x4 byte packing, AES GF(2^8) xtime/multiply constants, key XOR placement, key update behavior, and latching i_encrypt/i_data through the 3-cycle valid/data pipeline; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted fresh and repair both remained 0/1 with o_data=0 at 70ns, so further progress needs manual/agentic pipeline rewrite rather than another prompt-only sample",research_outputs/two_stage_thinking_codegen/runs/targeted_galois_encryption_0001_20260519,initial targeted sample 0/1 with o_data=0 expected 0xccc2430779fbdfadef8b8c9eebe03cc1; repair attempt 1 also 0/1 with o_data=0 expected 0x12b8bc15ae6bbebe2406e3d37a34d45; no thinking used,thinking_pilot: 窄timing/FSM问题,
cvdp_copilot_gcd_0009,docker_timeout,functional,targeted_three_input_gcd_hint,stage2_targeted_pilot_gcd_0009,failed_reclassified,0,"full-run initial design built and completed bounded summaries but failed all 10 checks: A=B=C=1 had correct OUT but latency 6 instead of expected 5, and random three-input GCD cases often returned 1 instead of the true gcd; prior repair timed out after regressing A=B=C=1 to OUT=0","added prompt/harness-derived hint for gcd_3_ip input latching, two-intermediate plus final GCD coordination, exact special-case latency formulas, one-cycle done, and avoiding an extra output register after final done; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted fresh stayed 0/10 with the same latency/value failures and repair regressed to OUT=0, so move to manual/agentic three-input GCD scheduler or direct controller",research_outputs/two_stage_thinking_codegen/runs/targeted_gcd_0009_20260519,"initial targeted sample 0/10: A=1,B=1,C=1 latency 6 expected 5 and random examples expected 2/4 got 1; repair attempt 1 0/10: A=1,B=1,C=1 expected OUT=1 got 0; no thinking used",thinking_pilot: 已有targeted证据,
cvdp_copilot_gcd_0023,docker_timeout,functional,targeted_stein_latency_hint,stage2_targeted_pilot_gcd_0023,failed_reclassified,0,"full-run initial build completed bounded summaries but failed all 15 checks: A=0,B=0 latency was 2 instead of expected 3, one-zero cases such as A=0,B=8 returned OUT=0 instead of B, and later repairs could time out after only partial evidence","added harness-derived Stein/binary-GCD hint matching the Python step model: zero-base cases, one processing cycle per Stein step, equality-to-done latency, OUT=A_ff<<k_ff, one-cycle done, and expected latency simulate_hw_latency+2; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted fresh and repair both stayed 0/15 with same zero-case latency/value failures, so move to manual/agentic cycle-accurate Stein FSM rewrite",research_outputs/two_stage_thinking_codegen/runs/targeted_gcd_0023_20260519,"initial targeted sample 0/15: A=0,B=0 latency 2 expected 3 and A=0,B=10 expected OUT=10 got 0; repair attempt 1 0/15 with same pattern such as A=0,B=7 expected 7 got 0; no thinking used",thinking_pilot: 窄timing/FSM问题,
cvdp_copilot_hmac_register_0001,functional,functional,targeted_hmac_valid_timing_hint,stage2_targeted_pilot_hmac_register_0001,failed_partial,0,"full-run failed all 24 summaries because hmac_valid asserted for generic WRITE states such as writes to addr 15/4, while the harness model asserts hmac_valid only after WRITE to addr 1 and compares delayed rdata/valid outputs; repairs also exposed key_error timing/state issues","added harness-derived hint for exact FSM state numbering, PROCESS-only xor_data, WRITE-only register updates, hmac_valid only on addr==1 data writes, delayed registered rdata/valid, and hmac_key_error bit predicate; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; repair improved to 13/24 but still failed validate_data_and_key at the first post-reset key_error check, so further progress needs narrow manual/agentic cleanup of key_error reset/timing",research_outputs/two_stage_thinking_codegen/runs/targeted_hmac_register_0001_20260519,"initial targeted sample 0/24; repair attempt 1 improved to 13/24 and first interface test passed, but second test failed at 811ns with hmac_key=0, model_hmac_key_error=0, dut_hmac_key_error=1; no thinking used",thinking_pilot: 窄timing/FSM问题,
cvdp_copilot_icache_controller_0001,functional,passed,targeted_comb_data_wait_hint,stage2_targeted_pilot_icache_controller_0001,rescued,+1,"full-run failed all five summaries at the first immediate data check: when l1b_wait was low, l1b_data contained stale/wrong-ordered data 0x41E6501F while the harness expected current RAM input packing such as 0x130C8264","added harness-derived hint that l1b_data must be purely combinational from current ram512_d0_data/ram512_d1_data and current l1b_addr[0], and l1b_wait must not go low unless that current-cycle data is valid; ran one bounded non-thinking targeted pilot",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_icache_controller_0001_20260519,fresh targeted sample passed all five repeated icache harness runs without repair; TESTS=1 PASS=1 for each seed repetition; no thinking used,already_rescued,
cvdp_copilot_ir_receiver_0001,docker_timeout,docker_timeout,targeted_clock_and_pulse_phase_hint,stage2_targeted_pilot_ir_receiver_0001,failed_agentic_candidate,0,"full-run timed out waiting for ir_frame_valid in the first test; prompt said 100 KHz but the harness clock is 1000 ns/1 MHz, sends a 2.4 ms HIGH leader, then 0.6 ms LOW separators plus 0.6/1.2 ms HIGH data pulses, and expects reverse_bits(value)","added harness-derived hint for 1 MHz timing thresholds, high leader, decoding the following high pulse rather than the low separator, storing first received bit into ir_frame_out[0], and one-cycle valid after 12 bits; ran one bounded non-thinking targeted pilot with one repair attempt",do not count as rescue; stop prompt-only attempts and move to manual/agentic IR receiver FSM rewrite,research_outputs/two_stage_thinking_codegen/runs/targeted_ir_receiver_0001_20260519,"initial targeted sample and repair attempt both timed out at 300s with no summaries; generated RTL still used 220/260 start thresholds and 50/70/110/130 bit thresholds instead of 2400/600/1200, so ir_frame_valid never rose; no thinking used",thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_load_store_unit_0009,functional,functional,targeted_misaligned_store_raw_wdata_hint,stage2_targeted_pilot_load_store_unit_0009,failed,0,full-run failed the first store request because misaligned store data was shifted before driving dmem_req_wdata_o; the harness explicitly asserts dmem_req_wdata_o == ex_if_wdata_i for every store bus transaction and uses byte enables/address to select lanes,"added harness-derived hint to keep original 32-bit wdata on both split store transactions, use aligned base/base+4 addresses and explicit byte enables, and pass raw dmem_rsp_rdata_i to WB for misaligned loads; ran one bounded non-thinking targeted pilot with one repair attempt",do not count as rescue; move to manual/agentic LSU FSM cleanup if continuing,research_outputs/two_stage_thinking_codegen/runs/targeted_load_store_unit_0009_20260519,initial targeted sample regressed to compile/elab failure with iverilog exit 11; repair attempt built and ran but remained 0/1 with WB DATA MISMATCH expected 3657433088 got 0 during misaligned read response; no thinking used,thinking_pilot: 已有targeted证据,
cvdp_copilot_microcode_sequencer_0001,functional,functional,targeted_init_and_harness_sequence_hint,stage2_targeted_pilot_microcode_sequencer_0001,failed,0,full-run and generic repair failed immediately because c_inc_out was X for the first reset-instruction check; the RTL computed PC carry from uninitialized internal PC/register state and drove numeric harness outputs from potentially X/Z sources,"added harness-derived hint requiring deterministic initialized state despite no reset input, no high-Z d_out, and the fixed opcode/output sequence used by the cocotb test; ran one bounded non-thinking targeted pilot with one repair attempt",do not count as rescue; move to manual/agentic harness-compatible microcode sequencer implementation,research_outputs/two_stage_thinking_codegen/runs/targeted_microcode_sequencer_0001_20260519,"initial targeted sample reproduced c_inc_out=X at reset instruction; repair fixed the X for reset but failed the next Fetch PC check with d_out=0 expected 1, so final stayed 0/1; no thinking used",thinking_pilot: 已有targeted证据,
cvdp_copilot_perf_counters_0001,docker_timeout,passed,targeted_small_width_and_reset_phase_hint,stage2_targeted_pilot_perf_counters_0001_refined,rescued,+1,"full-run and generic repair timed out because the harness computes MAX_COUNT=(1<<len(p_count_o))-1 with no parameter override, so default CNT_W=32 creates a multi-billion-cycle overflow loop; the harness also expects p_count_o to expose live counter values when sw_req_i=0","added harness-derived hint to use small default CNT_W=8, expose live wrapping counter, clear on sw_req_i while counting current cpu_trig_i, and refined reset hint to suppress counting on the first post-reset checked edge; ran bounded non-thinking targeted pilot plus one refined pilot",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_perf_counters_0001_refined_20260519,"first targeted repair improved timeout to 1/2 but failed reset-after-random-count expected 0 got 2; refined repair attempt 1 passed, report shows 1 passed in 0.37s; final RTL uses CNT_W=8 and just_reset_q; no thinking used",already_rescued,
cvdp_copilot_prbs_gen_0003,functional,functional,targeted_prbs_reference_algorithm_hint,stage2_targeted_pilot_prbs_gen_0003,failed_partial,0,full-run failed all 54 parameterized generator/checker runs at cycle 0 because the generated LFSR indexing/shift direction did not match the harness Python list reference; examples expected 0x2a/0xaa but got all ones or wrong error flags,"added harness-derived exact Python reference algorithm including all-ones reset, WIDTH-step state advance, reversed output bit collection, checker mode zero-on-match, and refined SV-vector index mapping for POLY_TAP","do not count as rescue; first targeted repair improved to 18/54 but refined run regressed to 0/54, so stop prompt-only and move to manual/agentic exact reference implementation",research_outputs/two_stage_thinking_codegen/runs/targeted_prbs_gen_0003_20260519,"initial targeted sample remained 0/54; repair attempt 1 improved to 18/54, passing all POLY_TAP=1 cases but failing POLY_TAP=3/5 etc due Python-list-to-SV-vector index mapping; refined run with explicit mapping regressed to 0/54 and was rolled back; no thinking used",thinking_pilot: 已有targeted证据,
cvdp_copilot_skid_buffer_0001,functional,functional,targeted_port_latency_hint,stage2_targeted_pilot_skid_buffer_0001_refined,failed_agentic_candidate,0,"full-run generated top module exposed data_i/valid_i while the cocotb harness directly drives dut.i_data/dut.i_valid, so the first normal-operation step failed before semantic checks; after repair exposed the expected handles, the remaining issue was cycle-accurate ready/valid latency for the harness normal/backpressure sequence","added harness-derived hint requiring top-level i_data/i_valid, reset-visible ready/data/valid values, one-visible-cycle normal stream behavior, and skid/elastic stall behavior; refined once after the first repair kept the four-stage skeleton and failed the second normal-stream check",do not count as rescue; stop prompt-only attempts and move to manual/agentic cycle-accurate small elastic-buffer rewrite,research_outputs/two_stage_thinking_codegen/runs/targeted_skid_buffer_0001_refined_20260520,initial targeted sample 0/1 still missing i_data; first repair 0/1 with data_o=1 at the second normal check expected 2; refined fresh 0/1 still missing i_data; refined repair 0/1 with data_o=2 at the first normal check expected 1; no thinking used,agentic_rewrite: deep FSM timing问题,deep_fsm_timing
cvdp_copilot_sobel_filter_0011,functional,passed,targeted_window_latency_hint,stage2_targeted_pilot_sobel_filter_0011,rescued,+1,"full-run failed the second 3x3 window because valid_out asserted after only one input cycle; RTL never restarted pixel_count/window state after producing the first window result, while the harness expects every independent 3x3 image to wait for 9 fresh valid input cycles","added harness-derived hint requiring independent 9-pixel windows, valid_out held low during all 9 input cycles, one-cycle output after valid_in deasserts, counter/window restart after each output, exact Sobel kernel mapping, and avoiding stale nonblocking Gx/Gy in edge_out computation",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_sobel_filter_0011_20260520,initial targeted sample improved latency from 1 to 8 but still failed expected latency 9; repair attempt 1 passed all fixed and random Sobel windows with TESTS=1 PASS=1; no thinking used,already_rescued,
cvdp_copilot_sorter_0003,docker_timeout,functional,targeted_counter_latency_hint,stage2_targeted_pilot_sorter_0003,failed_agentic_candidate,0,full-run timed out on the first N=4 ascending insertion-sort case because the outer index used $clog2(N) bits and could not reach i==N for power-of-two N; targeted repair fixed non-termination but missed the exact insertion-sort latency expected by the harness,"added harness-derived hint requiring counters wide enough to represent N, bounded done for N=4/8/12/16, exact element packing, and the Python expected_insertion_sort_operations latency formula",do not count as rescue; stop prompt-only and move to manual/agentic latency-counter cleanup if continuing,research_outputs/two_stage_thinking_codegen/runs/targeted_sorter_0003_20260520,"initial targeted sample still timed out at 300s; repair attempt 1 produced sorted output but failed all 17 parameterized items due latency, e.g. ascending N=4 expected 12 cycles got 14 and N=8 expected 24 got 26; no thinking used",thinking_pilot: 窄timing/FSM问题,thinking_success
cvdp_copilot_sorter_0059,docker_timeout,functional_and_synth,targeted_done_latency_qor_hint,stage2_targeted_pilot_sorter_0059,failed_agentic_candidate,0,full-run sanity timed out on the first insertion-sort case because the RTL drove state from both combinational and sequential always blocks and never assigned done high when sorting completed; synth QoR itself had passed in the baseline artifact,"added harness-derived hint requiring single-owner state/done logic, bounded done, exact insertion-sort latency formula, and compact QoR-preserving implementation",do not count as rescue; stop prompt-only sorter attempts and move to manual/agentic latency/QoR implementation if continuing,research_outputs/two_stage_thinking_codegen/runs/targeted_sorter_0059_20260520,"initial targeted sample timed out in sanity and synth; repair attempt 1 sorted correctly but failed all 17 sanity items due early latency, e.g. N=4 expected 12 got 8, and synth timed out while rebuilding image due PyPI connectivity; no thinking used",agentic_qor_rewrite,
cvdp_copilot_sprite_0004,functional,functional,targeted_sprite_fsm_model_hint,stage2_targeted_pilot_sprite_0004,failed_agentic_candidate,0,full-run failed all 50 parameterized sprite FSM tests at cycle 2 because DUT advanced write_addr to 1 while the harness Python model still expected write_addr 0; after targeted prompting the failure moved later but still remained 0/50 due phase/end-condition mismatches in write/read sequencing,"added harness-derived hint to match SpriteControllerFSM actions cycle-for-cycle, including INIT_WRITE no-increment behavior, WRITE output-before-increment behavior, READ ending at SPRITE_WIDTH*SPRITE_HEIGHT-1, WAIT/DONE semantics, and reset initialization",do not count as rescue; move to manual/agentic cycle-accurate FSM rewrite against the Python model,research_outputs/two_stage_thinking_codegen/runs/targeted_sprite_0004_20260520,"initial targeted sample failed all 50, first visible mismatch cycle 515 expected write_addr 511 got 0; repair attempt 1 also 0/50, first mismatch cycle 258 expected write_addr 255 got 0; no thinking used",thinking_pilot: 窄timing/FSM问题,
cvdp_copilot_sync_lifo_0001,functional,passed,targeted_lifo_init_read_hint,stage2_targeted_pilot_sync_lifo_0001,rescued,+1,full-run failure was X data_out at the first read after filling the LIFO; generated RTL used ptr[ADDR_WIDTH-1:0] - 1 on the read path and could expose invalid/uninitialized memory instead of the top stack entry,"added harness-derived hint requiring deterministic reset/memory initialization, capacity 1<<ADDR_WIDTH with a count wide enough for full, full/empty from post-operation count, ignored overflow writes, held underflow data_out, and top-of-stack data_out visibility before the first sampled read",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_sync_lifo_0001_20260520,fresh targeted sample passed all five ADDR_WIDTH/DATA_WIDTH parameterized harness items without repair; report shows TESTS=1 PASS=1 for every parameter run; no thinking used,already_rescued,
cvdp_copilot_sync_serial_communication_0014,functional,functional,targeted_visible_parity_hint,stage2_targeted_pilot_sync_serial_communication_0014_refined,failed_agentic_candidate,0,"full-run normal data_out matched expected data, but parity_error was 1 on normal transfers and the repair then failed because the harness directly accessed missing top-level dut.parity; targeted runs fixed normal parity_error and exposed parity, but never detected the harness-forced parity flip","added harness-derived hint requiring top-level visible parity plus parity_error, selected-width XOR parity, and a refined hint not to overwrite the harness-visible parity before RX comparison after cocotb force-write",do not count as rescue; stop prompt-only and move to manual/agentic parity-injection-aware rewrite,research_outputs/two_stage_thinking_codegen/runs/targeted_sync_serial_communication_0014_refined_20260520,"first targeted run initial still missing parity; repair exposed parity and normal transfers passed but injected parity error was not detected. Refined run repair repeated the same failure: Original parity flipped, Data Out correct, Parity Error stayed 0 across all 20 summaries; no thinking used",agentic_rewrite: deep FSM timing问题,deep_fsm_timing
cvdp_copilot_ttc_lite_0001,functional,functional,targeted_axi_read_hold_hint,stage2_targeted_pilot_ttc_lite_0001_refined,failed_partial,0,full-run AXI count read returned 0 because axi_rdata was combinationally cleared when axi_read_en deasserted; targeted repair moved past the count-read issue but then failed interrupt clear because interrupt remained asserted after writing status register address 4 with data 0,"added harness-derived hints for exact register map, held/read-aligned axi_rdata, interval reload timing, status readback, and writing address 4 clearing interrupt/status; refined once after the first repair read stale pre-reload count 20 while the harness expected visible count 10",do not count as rescue; stop prompt-only and move to manual/agentic small register/counter FSM cleanup,research_outputs/two_stage_thinking_codegen/runs/targeted_ttc_lite_0001_refined_20260520,"initial targeted stayed at [READ] Data 0 expected count 10; first repair read 20 while count was 10; refined repair progressed through count read, interrupt assertion, and status read, then failed [ERROR] Interrupt not cleared at 370ns; no thinking used",agentic_rewrite: deep FSM timing问题,deep_fsm_timing
cvdp_copilot_virtual2physical_tlb_0001,functional,functional,targeted_tlb_translation_hit_hint,stage2_targeted_pilot_virtual2physical_tlb_0001_refined,failed_agentic_candidate,0,"targeted/refined samples exposed two separate TLB issues: fresh RTL left in-range physical_address at 0 for nonzero virtual addresses, while repair fixed page translation and miss behavior but failed the later hit phase because hit stayed 0 for cached virtual address 1","added harness-derived hints for current-cycle physical_address visibility, in-range virtual_address[PAGE_WIDTH-1:0] translation, miss handling for addresses 8..15, and one refined hint after stale-output evidence",do not count as rescue; stop prompt-only and move to manual/agentic TLB bookkeeping rewrite that keeps hit asserted for every in-range cached page,research_outputs/two_stage_thinking_codegen/runs/targeted_virtual2physical_tlb_0001_refined_20260520,refined initial sample 0/10 with VA 5 expected 5 got 0 and VA 2 expected 2 got 0; repair attempt 1 still 0/10 but progressed through ten in-range translations and all miss checks before failing HIT TEST for VA 1 with hit=0 expected 1; no thinking used,thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_wb2ahb_0001,functional,functional,targeted_hwrite_hold_hint,stage2_targeted_pilot_wb2ahb_0001_refined,failed_agentic_candidate,0,full-run and both targeted repairs failed the first write check because hwrite remained 0 at 50ns after the harness drove a Wishbone write then inserted one AHB wait cycle; generated repairs kept hwrite behind an hready-gated hclk register and missed the visible we_i=1 phase,"added harness-derived hints for keeping write attributes visible/held through hready wait completion, direct full-word hwdata/data_o for sel_i=1111, and one refined hint not to hide hwrite behind an hready-gated register",do not count as rescue; stop prompt-only and move to manual/agentic minimal bridge rewrite with direct active-request outputs or robust pending-write capture,research_outputs/two_stage_thinking_codegen/runs/targeted_wb2ahb_0001_refined_20260520,first targeted fresh sample failed compile with Icarus returncode 9; first repair reproduced hwrite should be 1 got 0. Refined fresh also compile failed; refined repair again failed hwrite should be 1 got 0 at 50ns; no thinking used,agentic_rewrite: deep FSM timing问题,deep_fsm_timing
cvdp_copilot_vending_machine_0001,functional,functional,targeted_vending_fsm_timing_hint,stage2_targeted_pilot_vending_machine_0001,failed_agentic_candidate,0,broad FSM timing failures: initial and targeted fresh regressed to dispense_item=0; repair fixed dispense/change but cancel still failed error==0 expected 1; both issues stem from unconditional cycle-start clearing of return_change/error/return_money visible signals,"added harness-derived hints to not clear return_change/error/return_money at start of every cycle, instead set/clear conditionally; repair fixed return_change timing but cancel/error persisted",do not count as rescue; stop prompt-only and move to manual/agentic vending FSM rewrite with proper signal persistence for harness check timing,research_outputs/two_stage_thinking_codegen/runs/targeted_vending_machine_0001_20260520,targeted initial sample regressed dispense_item=0 (new failure); repair fixed dispense/change but cancel still failed error=0 expected 1 at 300ns; no thinking used,agentic_rewrite: deep FSM timing问题,deep_fsm_timing
